label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62
hello,0.0,0.0,0.0,-0.31842687085411364,-0.16917285457789943,0.10938267400166844,-0.5191738704684847,-0.4798943686046166,0.12115231877507521,-0.5737890869382712,-0.7918417761756641,0.10152184329369324,-0.5423290313640269,-1.0343950637914385,0.08480934927286314,-0.7729415613196016,-0.6260884236867514,0.10283301274520504,-0.6941652876199744,-1.1405932624580313,0.07754586184175224,-0.5858184798380499,-1.4165711261888718,0.043306189529510215,-0.4798625508263062,-1.5899025643919393,0.020143858980574244,-0.6779145846177872,-0.7616417046225112,0.011240873520282869,-0.6291070217690273,-1.3119794980571087,0.022186993581243535,-0.5240397178515238,-1.5685298808913144,0.011958761255638238,-0.41951058892715615,-1.7339261924536153,-0.0037204339907645004,-0.522705189321248,-0.872383936571518,-0.07688385584252916,-0.44697296792654495,-1.3946891309654355,-0.05468147760827342,-0.35284461619215396,-1.6301963715743737,-0.05161687868891803,-0.2789932800352852,-1.7828010271765171,-0.06281107266350554,-0.3203059379331873,-0.9604755466810475,-0.16170170775340836,-0.25230680028697977,-1.3591936720220532,-0.12358906609161256,-0.18184587567892824,-1.5451406320553458,-0.08926859934944666,-0.13108197400376947,-1.683233880779655,-0.06895061128016718
hello,0.0,0.0,0.0,-0.3152912722595765,-0.15943571176912813,0.10441986224023594,-0.5198618064513842,-0.46872690323383126,0.11502804620196702,-0.5751872209478125,-0.7831886774314681,0.0945765748655707,-0.539838772742658,-1.0214656928381836,0.07710849290696549,-0.7813638713222198,-0.6155467157918701,0.10282383609939802,-0.6902768280625019,-1.1293510801561455,0.07647221809444524,-0.5731016002129301,-1.409706636633607,0.03908248652042839,-0.4612901013224919,-1.5862866527547757,0.01380105363535767,-0.687139882393362,-0.7470192457311902,0.012911957982023613,-0.6257727105381704,-1.2941733757742822,0.02410749213237206,-0.5149999887993131,-1.5559579898228881,0.013453906483768874,-0.4065248556955529,-1.7247025878651887,-0.0028023253983881715,-0.533328266073906,-0.8504259709038114,-0.07431253974294727,-0.44962021529819607,-1.3636508965894871,-0.050869598592817464,-0.34993390768917454,-1.5969394961796266,-0.04538522326341768,-0.272892762730578,-1.7483824944513342,-0.05480388863078832,-0.33199416354245936,-0.9325893000050178,-0.15921146752252616,-0.2662679816124502,-1.3266804234058394,-0.11939032297049118,-0.19744921938776475,-1.5098251705423265,-0.08294783695478065,-0.14736877805013832,-1.64507772001296,-0.061100480812504056
hello,0.0,0.0,0.0,-0.31715630036228815,-0.1525343195882542,0.10547967706006725,-0.5221650613538145,-0.43612464375570864,0.10853339588817261,-0.5862750984470368,-0.7338670162880956,0.07934249819246039,-0.5611096666611884,-0.9604455009274722,0.05256348262226567,-0.797769347612964,-0.5970092782534115,0.08452212543781923,-0.703599443896165,-1.105682062506477,0.048686237573717414,-0.5815815816074551,-1.3826287434536924,0.009722483330234141,-0.4613615733877443,-1.5494440790408244,-0.015093127283834579,-0.6981538421175759,-0.7338471054954865,-0.010583827699450824,-0.6491289455338306,-1.2817509389586887,-0.013631464049096665,-0.5303556374043764,-1.533089851761524,-0.025778263682810533,-0.4056217619965796,-1.6856117271043976,-0.03942431559643565,-0.537771050097225,-0.8444728267856937,-0.10165103281609138,-0.4584758660134662,-1.35631187958162,-0.09101859178629777,-0.34839859655603694,-1.5752371533118732,-0.08532662930214083,-0.2581764599920061,-1.7100282415773354,-0.09000712210763664,-0.3309997314417795,-0.9359796619910253,-0.18931861327425575,-0.26915137938174544,-1.335101455236761,-0.1556678465165782,-0.2004007700565609,-1.5123584177343181,-0.11814263466556303,-0.14671674800228596,-1.6402275642010276,-0.0932414239056413
hello,0.0,0.0,0.0,-0.3253368971494818,-0.17051085977132593,0.1212492213065093,-0.5281310806815074,-0.4705997612626756,0.13294792322572696,-0.5892633701757557,-0.7751804698294422,0.10954899378973944,-0.5537230496005748,-1.0165869955470073,0.0883526003316863,-0.8044061041989891,-0.5855257961360355,0.10045079186679944,-0.7103558423623414,-1.090504072454535,0.07295195197429906,-0.5855114639168298,-1.364174663013242,0.04177694334355295,-0.46643087700123564,-1.524616690910757,0.022330461014446207,-0.7078615883387102,-0.7178560718253918,-0.0012407611118963474,-0.6588180778625673,-1.2631988041273199,0.004442214315179847,-0.5383727949494863,-1.5089300769901863,-0.0046681902012543665,-0.4145486913586761,-1.6508741365935746,-0.016897804442470847,-0.5460629263170115,-0.8274446986902021,-0.09713572943014948,-0.4603876071968083,-1.337429398329971,-0.08309417854712187,-0.34309541250896763,-1.5524135821782419,-0.07671338078150944,-0.24935194973969063,-1.676712440530239,-0.08061676907994965,-0.3366315816472249,-0.9213283484785842,-0.18767312794909496,-0.27323390575478534,-1.3225451647439908,-0.148408823749085,-0.1990270492901937,-1.4886296081900254,-0.1063478193098046,-0.14209275637764676,-1.5980885732592096,-0.07875774448479256
hello,0.0,0.0,0.0,-0.3229281002994799,-0.17087442069232267,0.12159454284739984,-0.5256737792742686,-0.4854384415293742,0.1301741352842894,-0.5803116886882159,-0.8047013984589106,0.1033132188806099,-0.5395179421799797,-1.0581183206002953,0.07876637478383987,-0.8088419257880539,-0.5807897508669041,0.0919674093112973,-0.7207883181866346,-1.0987315104780184,0.06061588602377864,-0.5930836710587177,-1.3714670993444629,0.029624802955148875,-0.4735203648057731,-1.5309247167274391,0.011168022482848369,-0.7126277834053284,-0.7052925865963795,-0.010284470285189154,-0.6631878516485472,-1.2653455535190898,-0.01188983968355737,-0.533452221408556,-1.5019635671041311,-0.022202287207550818,-0.40012643794429786,-1.630838819333458,-0.03245480433959277,-0.5524314238134547,-0.8129137121503269,-0.10600123975951636,-0.4611420807000734,-1.3346810851157342,-0.09736315194020591,-0.336867339997031,-1.5417197267455505,-0.09162454359645862,-0.235051701554213,-1.6541732529964905,-0.09302570573336247,-0.3463611817136704,-0.909588061915151,-0.1960181426601574,-0.27412781663052344,-1.3173822422548804,-0.1569615004713776,-0.19629608007668709,-1.4811787983941025,-0.11610690118960833,-0.13466221498899444,-1.5856228860798767,-0.08854237328422761
hello,0.0,0.0,0.0,-0.3132659660616381,-0.17105399835694457,0.10833941414088248,-0.5221636821780598,-0.4812402866793461,0.1065337644208795,-0.5820747665154574,-0.8061035210866304,0.07031660222757792,-0.550368460914805,-1.0651582920452758,0.03722043293003856,-0.8128356419902139,-0.5784285928710102,0.06869193591405069,-0.7332714040590783,-1.1125739993114145,0.018837647803182166,-0.5991672690530728,-1.3905398814013992,-0.021827465866811908,-0.4718955672690438,-1.5522151258114438,-0.044783099563493946,-0.7146030129124221,-0.6944514324866689,-0.03277644766203977,-0.675994861548048,-1.2777312902913929,-0.05902512569427248,-0.5293140696235142,-1.5071464581019924,-0.0770475393770804,-0.37698264897807204,-1.6178805098595177,-0.08601562577609478,-0.5540146345592523,-0.800829063559696,-0.12841272930450398,-0.47486508058718796,-1.339998818465327,-0.14002837238146298,-0.33757737294075313,-1.5438918903219208,-0.1348032593348095,-0.2198528064952124,-1.6450691785496834,-0.12991562278899982,-0.3435195343369913,-0.9023778208415079,-0.21909393158022997,-0.2746457234803148,-1.318848145261293,-0.1969960850595834,-0.1872983244167187,-1.4859068920622396,-0.16011693573554725,-0.1127067114116385,-1.5885611000491997,-0.13066469047235726
hello,0.0,0.0,0.0,-0.3089972658341555,-0.17807109357420103,0.1177979704570129,-0.5128851739583373,-0.49698783307256145,0.11911721114004353,-0.5594361121652615,-0.8226250292468444,0.0817416782665652,-0.5197148739905583,-1.0826932130408125,0.04648967370133404,-0.8004114763315292,-0.5935089823104676,0.08419356551171234,-0.7262533709175572,-1.137395386294611,0.03320835115469336,-0.5837655364025652,-1.3982676365733981,-0.009061172474155204,-0.4448017952599821,-1.539410495191616,-0.03102348052785483,-0.7073343676421857,-0.7069146431679869,-0.021033703221540745,-0.6632323381956817,-1.2958168287205467,-0.04676318631881524,-0.5045871016876127,-1.5078900275127969,-0.06495758852903308,-0.34043723840833373,-1.5948574693037398,-0.07204625087720591,-0.5511760760428835,-0.8113986158342124,-0.12083699577756675,-0.4763527803136376,-1.3525773767930185,-0.12880983963014164,-0.3312316059468231,-1.5407970454830946,-0.12311066459434994,-0.20434345734275375,-1.6216963947703418,-0.11683348384494543,-0.3460068804563689,-0.9135769787175102,-0.2152138018673237,-0.2863312596658314,-1.328555779988847,-0.18767004666922021,-0.19470306286002348,-1.4887098574281374,-0.14903911358117555,-0.1118262761395385,-1.5796323952259537,-0.1182164129624172
hello,0.0,0.0,0.0,-0.31049831579624004,-0.17757329815714787,0.10699409655125756,-0.5092829775967481,-0.4976280368381388,0.10206457415772376,-0.5477622972187977,-0.8209414316227673,0.059808373293984876,-0.5096344273313703,-1.0680969082841174,0.019714488085846863,-0.7915400497933698,-0.6072024508245145,0.06906180772187057,-0.72159092943778,-1.1697123579402149,0.011116178274711447,-0.5725881930194935,-1.4345297329780045,-0.03529895914110516,-0.43106328004794064,-1.5735590872545955,-0.058735374596842804,-0.6968061984044895,-0.7208561604711896,-0.03211700284770369,-0.6668404608929217,-1.317405125228005,-0.06268254463272821,-0.5024660035880382,-1.528339368943848,-0.08008115310151406,-0.33613953957070664,-1.6043503332738085,-0.0851587220358878,-0.5386458504501859,-0.8226787618600367,-0.12862403420030594,-0.4851878670754744,-1.3645305952168576,-0.13917737479891418,-0.33277465180924876,-1.548298084288744,-0.12873658719505643,-0.200807046986262,-1.6122829610055855,-0.11768415145615235,-0.3294075508882529,-0.9183704686969301,-0.2206874596262342,-0.2804396255840794,-1.3299012879269787,-0.19425005170799986,-0.18654234850053403,-1.4829824347417495,-0.15224384104631647,-0.10117945722712675,-1.557369603918736,-0.11790678147342028
hello,0.0,0.0,0.0,-0.3070688621055736,-0.17518672542797725,0.11121927839049019,-0.5130227990252583,-0.4928307455233533,0.10850873235695267,-0.5625883874579976,-0.8074694857711974,0.06696276367853529,-0.5372258466394615,-1.0569041981691665,0.028343053754619475,-0.7921706781263047,-0.6060770715674597,0.07166728707801688,-0.7213906259277413,-1.1816782328915911,0.008480936743377047,-0.556397686719441,-1.4306173377357567,-0.039527947140872,-0.40567147878734156,-1.5449783414075224,-0.061809578393673535,-0.7066656334116318,-0.7122794434426138,-0.031736201687489266,-0.6725126490390645,-1.3254224375989638,-0.06529819780549992,-0.4954722283367104,-1.5247067622254415,-0.08196942069984425,-0.32379737452003776,-1.5826497879173758,-0.0852923844950749,-0.5539354662127789,-0.8089918972729077,-0.13090060235555862,-0.499569338655166,-1.368180012692886,-0.14445027067471727,-0.3367205172328243,-1.5477028648482454,-0.13232007807959645,-0.19861384844996677,-1.60162127600752,-0.11903077672749166,-0.3453040182710386,-0.9034855406894534,-0.22515148100152588,-0.29096864650133913,-1.3317932793810128,-0.20195810196767774,-0.19072367074499888,-1.4900089610384093,-0.1606843837984745,-0.10336009770356278,-1.5653050613236479,-0.1261959416534524
hello,0.0,0.0,0.0,-0.30177874268330135,-0.18731002693158588,0.112219221573035,-0.5029594861392718,-0.5033373742497118,0.10821878204344536,-0.5475450528859219,-0.8175232252972392,0.06470491981646605,-0.5177725257256762,-1.069310465554782,0.02396145048017645,-0.7850309497988788,-0.615013989383805,0.07405538954112055,-0.7205088431910587,-1.1814231557228951,0.01238930471954621,-0.55945005386465,-1.4213243547857979,-0.03422090341033946,-0.4105612666370932,-1.5248327898348852,-0.055605942853722966,-0.7012178077030854,-0.7204125187707504,-0.03121812376949579,-0.6780567969756699,-1.3369753263788329,-0.0644260289631622,-0.4997637818419871,-1.5279136457848794,-0.08064481667897433,-0.3305409530730744,-1.572290219049458,-0.08270586915618454,-0.5491189328937636,-0.817844016126863,-0.13199202539021904,-0.5034275966705435,-1.3791516929750136,-0.14638577044116408,-0.33812530256530715,-1.5519335129386178,-0.13419988679903164,-0.2006328710743983,-1.5915075946866075,-0.1197496710118595,-0.3416112876948329,-0.9101999574898113,-0.2274221622617685,-0.3014113151433926,-1.3394686469506574,-0.20439673033522235,-0.19909603892052138,-1.4928977576458646,-0.16118858100612457,-0.10874852709956541,-1.5552551799393826,-0.12495850393555483
hello,0.0,0.0,0.0,-0.29797671555210675,-0.19472885216021601,0.10981796749881045,-0.49327005880179337,-0.5178564960639128,0.10587959605175375,-0.529964122711874,-0.8268371446000576,0.06230029191477145,-0.49791885937612734,-1.0675533756300362,0.021359152167372483,-0.7753038658011684,-0.627225465946866,0.07410891000075948,-0.7156375434011372,-1.1825438966777209,0.01456543881824994,-0.5601783261127548,-1.42193933857163,-0.03276211916986654,-0.4141598686851764,-1.5276397593013722,-0.05581577171894644,-0.6944590550018731,-0.7271982523344708,-0.030114101568492858,-0.6702716619343604,-1.3299245049650847,-0.06198777670421899,-0.497896142574501,-1.5292130049687236,-0.08068755531564578,-0.3309846569341335,-1.5796203019209618,-0.08644888312151647,-0.5450322200925407,-0.8188751199394612,-0.13005624170484692,-0.5020657472201879,-1.3756322100035037,-0.14337080559393411,-0.33876151823052997,-1.5551363045756106,-0.13437803284822195,-0.20066693838157165,-1.5987714229297962,-0.12375674938591878,-0.3411489254957928,-0.9062525113724855,-0.22508788264058383,-0.3041706872559331,-1.3343184916041946,-0.20249004954725092,-0.20432091449222972,-1.4899431557874407,-0.16176589644298117,-0.11338341448734311,-1.5543875073597373,-0.12835765179833303
hello,0.0,0.0,0.0,-0.2935620695461211,-0.19194499288561676,0.0976424547704509,-0.49017103374958093,-0.499895781917707,0.08539740508571537,-0.529625640242454,-0.8037356312037387,0.036107524805627594,-0.4997602138670361,-1.0404708017193476,-0.010094678802133675,-0.7792903446065726,-0.6239633581440769,0.05810582153739514,-0.7108517192550247,-1.1791470189361082,-0.00990367142101914,-0.553189088948113,-1.4219534862479535,-0.06394701575259788,-0.40422045924946454,-1.5279961066070258,-0.09073359486295764,-0.6983192061263368,-0.7266413085979265,-0.04183923571562335,-0.6766382166385652,-1.3318035299877693,-0.08195852240851942,-0.5019077839395688,-1.531433294659988,-0.1039946383226765,-0.3328359186380996,-1.5800708074930676,-0.11066586409076563,-0.5485152190106971,-0.8179035684357581,-0.1384166575123108,-0.5142754635336315,-1.3731070264669352,-0.15541187451059874,-0.35263660078180403,-1.5535676839616703,-0.14696297233045325,-0.2156117315346441,-1.597856474991562,-0.13616959017401783,-0.34518939586494907,-0.9026744857076556,-0.23111424408662057,-0.3167971423068217,-1.3255503998537284,-0.21002690278898917,-0.21839195251030769,-1.4754488542300737,-0.16921562054776526,-0.12806489703472335,-1.5345188665307343,-0.1353248183090634
